"","X","taxon","sample.id","count","depth","thickness","age.older","age","age.younger","chronology.name","age.type","chronology.id","dataset.id","unit.name","site.id","site.name","long","lat","elev","description","long.acc","lat.acc","dataset.name","collection.type","collection.handle","dataset.type","ContactID","ContactName","submission.date","submission.type","genus","species","family","phylum","ne_10m_adm","ScaleRank","LabelRank","FeatureCla","OID_","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","ADM0_A3","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","NAME","ABBREV","POSTAL","NAME_FORMA","TERR_","NAME_SORT","MAP_COLOR","POP_EST","GDP_MD_EST","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","ISO3","LON","LAT","ISO3.1","ADMIN.1","REGION","continent","GEO3major","GEO3","IMAGE24","GLOCAF","Stern","SRESmajor","SRES","GBD","AVOIDnumeric","AVOIDname","LDC","SID","LLDC"
"178650",178650,"Pinus",21875,144,288,2,NA,30646,NA,"NAPD 1","Radiocarbon years BP",500,1013,NA,982,"Hay Lake",-109.425,34,2780,"Lake on basaltic bedrock. Physiography: White Mountains. Surrounding vegetation: Pinus-Pseudotsuga-Abies-Juniperus.",0,0,NA,"Core","HAYLAKE","pollen",246,"Jacobs, Bonnie Fine","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"178672",178672,"Pinus",NA,136,NA,NA,4840,4596,4300,"Neotoma 1","Calibrated radiocarbon years BP",12291,21383,"NC-1",13907,"Nolf Crater, Diamond Craters",-118.804355,43.10736,1295,"Diamond Craters is a basalt lava field located in the southern Harney Basin. Nolf Crater is located on the north side of the West Dome. The last eruption was 7,790 and 7,320 years ago. Surrounding vegetation: Sagebrush with scattered juniper, as well as some saltbush (Atriplex) and greasewood (Sarcobatus) on thin, stony soils.",0.000650000000007367,0.000500000000002387,NA,"Animal midden","NC-1","pollen",151,"Mehringer, Peter J., Jr.","2017-02-08","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"178681",178681,"Pinus",31983,4,105,NA,NA,2517,NA,"Pellatt and Mathewes","Radiocarbon years BP",758,1670,NA,1618,"Louise Pond",-131.764345,52.94643,650,"Glacial scour lake. Physiography: Queen Charlotte Ranges, Louise Island. Surrounding vegetation: Tsuga mertensiana, Pinus contorta.",0.00132999999999583,0.00122000000000355,NA,"Core","LOUISEPD","pollen",642,"Pellatt, Marlow G.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"178708",178708,"Pinus",350276,7,115,NA,12284,10891,10059,"Neotoma 1","Calibrated radiocarbon years BP",25657,41612,NA,23942,"Dead Spruce Lake",-124.5495,58.5785,1378,"Surrounding vegetation: Low-elevation forests in the region are dominated by Picea glauca, P. mariana, Pinus contorta, Betula papyrifera, and Populus tremuloides. With increasing elevation, forest cover gradually grades into forest-tundra. A large number of trees around the lake were killed by a local fire of unknown timing.",0.0289999999999964,0.0110000000000028,NA,"Core","DEADSPR","pollen",1520,"Pisaric, Michael F. J.","2019-03-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"178781",178781,"Pinus",145108,1,4,NA,NA,NA,NA,"No chronology",NA,NA,15595,NA,10285,"Tipi Ring Site (32OL270)",-101.349,47.221,635,NA,0.0679999999999978,0.0359999999999943,NA,"Core","32OL270","pollen",90,"Shane, Linda C. K.","2015-04-02","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"178786",178786,"Pinus",385962,32,122,NA,NA,6664,NA,"C14 BP","Radiocarbon years BP",29488,45192,NA,26054,"Ayoó de Vidriales",-6.070278,42.126111,780,"Small mire. Physiography: Hallow in northern Iberian Plateau. Surrounding vegetation: Cultivated fields.",0,0,"EPD E# 2326","Core","AYOO","pollen",15695,"Morales-Molino, César","2019-07-26","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","ESP",1,2,"Adm-0 country",233,"Spain","ESP",0,2,"Sovereign country","Spain","ESP",0,"Spain","ESP",0,"Spain","ESP","Spain","Sp.","E","Kingdom of Spain",NA,"Spain",5,40525002,1403000,0,"ES","ESP",724,"ESP",-3.56594395334086,40.4000205188724,"ESP","Spain","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"179118",179118,"Pinus",221247,1,22,NA,NA,NA,NA,"No chronology",NA,NA,22693,NA,14490,"Ellanmore",-3.295295,58.304755,100,"Exposure in Reisgill Burn. Physiography: Down cut valley section in drift. Surrounding vegetation: Grassland and crops.",0.0121899999999999,0.0165099999999967,NA,"Core","ELANMORE","pollen",1311,"Whittington, Graeme","2017-11-05","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","GBR",1,7,"Adm-0 country",28,"United Kingdom","GB1",0,2,"Country","United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","GBR","United Kingdom","U.K.","GB","United Kingdom of Great Britain and Northern Ireland",NA,"United Kingdom",3,61113205,2226000,0,"GB","GBR",826,"GBR",-2.51805776256644,53.9473410569663,"GBR","United Kingdom","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",13,"UK","other","other","other"
"179587",179587,"Pinus",160459,23,2,NA,-1,-2,-2,"Wang et al. 2019","Calibrated radiocarbon years BP",33336,17285,NA,5192,"Little Salt Spring",-82.2333333333333,27.075,6,"Karstic sinkhole. Physiography: Buried Tampa limestone. Surrounding vegetation: Sabal palm, red bay, oak, holly, fern.",0,0,NA,"Core","GDF141","pollen",7372,"Brown, James G.","2015-07-23","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"179624",179624,"Pinus",409701,461,195,NA,NA,2526,NA,"Fossilva","Radiocarbon years BP",30604,4011,NA,3077,"Dags Mosse",14.70652,58.32288,96,"Raised Pinus-Sedum-Sphagnum bog. Physiography: tills and glaciofluvial depressions. Surrounding vegetation: Pinus-Betula (Picea) belt.",0,0,"EPD E# 195","Core","DAGSMOO","pollen",1074,"Göransson, Hans","2019-09-24","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","SWE",1,2,"Adm-0 country",239,"Sweden","SWE",0,2,"Sovereign country","Sweden","SWE",0,"Sweden","SWE",0,"Sweden","SWE","Sweden","Swe.","S","Kingdom of Sweden",NA,"Sweden",4,9059651,344300,0,"SE","SWE",752,"SWE",16.7423590647659,62.842591553232,"SWE","Sweden","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"179729",179729,"Pinus",29073,5,2,NA,NA,193,NA,"NAPD 1 (radiocarbon years)","Radiocarbon years BP",686,1604,NA,1560,"Lake PWWL",-98.538889,73.591389,110,"Small lake. Surrounding vegetation: tundra, abun Saxifraga oppositifolia.",0,0,NA,"Core","LAKEPWWL","pollen",40,"Gajewski, Konrad J.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"179991",179991,"Pinus",5146,103,102.5,NA,NA,8962,NA,"COHMAP chron 2","Radiocarbon years BP",104,274,NA,268,"Big Pond",-78.55,39.766667,634,NA,0,0,NA,"Core","BIGPOND","pollen",106,"Watts, William A.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"180022",180022,"Pinus",30184,6,265,1,NA,8599,NA,"NAPD 1","Radiocarbon years BP",717,1632,NA,1585,"Lily Lake",-135.4,59.2,230,"Headwaters lake between two low hills. Physiography: Chilkat Peninsula. Surrounding vegetation: Picea sitchensis, Tsuga heterophylla.",0,0,NA,"Core","LILYAK","pollen",129,"Cwynar, Les C.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"180105",180105,"Pinus",175097,2,17.2,0.199999999999999,NA,20,NA,"Cal yr BP","Calendar years BP",11598,20027,NA,13386,"Älbi Flue",7.976389,46.598611,1850,"Raised bog in Picea forest. Surrounding vegetation: Picea forest with some Pinus cembra.",0,0,NA,"Core","AELBI","pollen",393,"van Leeuwen, Jacqueline F. N.","2016-07-18","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"180116",180116,"Pinus",437793,39,420,NA,NA,NA,NA,"No chronology",NA,NA,47593,NA,27020,"St. Catherines Island (Hokes Pond)",-81.157575,31.62176,7,"St. Catherines Island is a barrier island located off of the coast of Georgia.The island's vegetation is composed of tidal marsh, wetlands, and salt marshes.",0.00133000000001005,0.00125999999999848,NA,"Core","STCHP","pollen",154,"Rich, Fredrick J.","2020-05-13","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"180346",180346,"Pinus",372506,2,1,NA,NA,NA,NA,"No chronology",NA,NA,43300,"H421FS2",24469,"Holly Ruin Group",-109.04151,37.39974,1624,"Hovenweep National Monument is located on Cajon Mesa. Surrounding vegetation: Sage grassland. Artemisia tridentata is dominant, with various bunchgrasses, Shadscale, and Blackbrush. Dense to open stands of low to medium sized shrubs.",0.0019800000000032,0.00133999999999901,NA,"Excavation","HOLLY2","pollen",15565,"Weir, Glendon Hoge","2019-06-12","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"180459",180459,"Pinus",317504,1,48,1,176,174,172,"Giesecke et al. 2014 (MADCAP)","Calibrated radiocarbon years BP",24724,40628,NA,23516,"Seebergsee",7.443333,46.577222,1830,"Lake. Physiography: Mountain. Surrounding vegetation: Grassland.",0,0,"EPD E# 1151","Core","SEEBERG","pollen",1147,"Lotter, André F.","2018-10-18","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"180502",180502,"Pinus",52927,199,230,NA,NA,4697,NA,"MacDonald 1989","Radiocarbon years BP",1263,2647,NA,2556,"Toboggan Lake",-114.59946,50.815305,1480,"Kettle lake in glacio-fluvial gravels. Physiography: Rocky Mountain foothills. Surrounding vegetation: Picea glauca, Pinus contorta, Populus tremuloides.",0.00260000000000105,0.00124999999999886,NA,"Core","TOBOGGAN","pollen",146,"MacDonald, Glen","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"180542",180542,"Pinus",220890,3,32.5,1,NA,421,NA,"EPD","Radiocarbon years BP",13035,22685,NA,14486,"Foula",-2.079335,60.137395,170,"Peat bog. Physiography: Blanket bog. Surrounding vegetation: Treeless.",0.0607699999999998,0.0386299999999977,NA,"Core","FOULA6B","pollen",1283,"van der Knaap, W. O. (Pim)","2017-11-05","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","GBR",1,7,"Adm-0 country",28,"United Kingdom","GB1",0,2,"Country","United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","GBR","United Kingdom","U.K.","GB","United Kingdom of Great Britain and Northern Ireland",NA,"United Kingdom",3,61113205,2226000,0,"GB","GBR",826,"GBR",-2.51805776256644,53.9473410569663,"GBR","United Kingdom","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",13,"UK","other","other","other"
"180579",180579,"Pinus",134274,71,105,1,2824,2335,1809,"Neotoma 1","Calibrated radiocarbon years BP",7931,14935,NA,9994,"Moose Lake",-123.35093,47.883685,1544,"Alpine lake located in the Grand Valley. Surrounding vegetation: Subalpine forest parkland dominated by Abies lasiocarpa. Tsuga heterophylla and Pseudotsuga menziesii reach their upper elevational limit near Moose Lake.",0.00248000000000559,0.00409000000000503,NA,"Core","MOOSE","pollen",6287,"Gavin, Daniel G.","2014-11-20","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"180619",180619,"Pinus",165067,1,15,NA,NA,NA,NA,"No chronology",NA,NA,17757,NA,11753,"Monitor",-110.885,33.5375,1000,"The site is located on a west-facing terrace overlooking the Miami Wash floodplain, composed of Gila conglomerate. Vegetation at the time of excavation included gray thorn, mesquite, saltbush, catclaw, desert broom, cholla, starflower, and heron-bill. ",0.0900000000000034,0.155000000000001,NA,"Excavation","MONITOR1","pollen",7430,"Lytle-Webb, Jamie","2015-10-06","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"180632",180632,"Pinus",410322,2,952,1,NA,13632,NA,"Rey et al. (2019)","Calendar years BP",30606,46280,NA,23673,"Moossee",7.48380555555556,47.0213888888889,521,"Eutrophic lake with anoxic water in the hypolimnion",0,0,"Moossee pollen overview","Core","MOOSENT","pollen",9599,"Tinner, Willy","2019-09-24","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"181099",181099,"Pinus",350422,4,30,NA,NA,NA,NA,"No chronology",NA,NA,41615,NA,23944,"Laguna de Ceripas",-5.605833,41.831944,678,"Halophitic lagoon. Physiography: Flat zone. Surrounding vegetation: Cultivated fields.",0,0,"EPD E# 1558","Core","CERIPAS","pollen",8764,"López-Sáez, José Antonio","2019-04-02","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","ESP",1,2,"Adm-0 country",233,"Spain","ESP",0,2,"Sovereign country","Spain","ESP",0,"Spain","ESP",0,"Spain","ESP","Spain","Sp.","E","Kingdom of Spain",NA,"Spain",5,40525002,1403000,0,"ES","ESP",724,"ESP",-3.56594395334086,40.4000205188724,"ESP","Spain","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"181168",181168,"Pinus",417085,4,855,1,NA,47948,NA,"EPD 1","Radiocarbon years BP",30953,4396,NA,3392,"Plesheevo Lake",38.77603,56.76882,148,"Surrounding vegetation: mixed forest.",0,0,"EPD E# 566","Core","S3PLESHV","pollen",1202,"Pisareva, Valentina","2019-11-05","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","RUS",1,2,"Adm-0 country",214,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS","Russia","Rus.","RUS","Russian Federation",NA,"Russia",7,140041247,2266000,0,"RU","RUS",643,"RUS",99.0658127547977,61.6613564597895,"RUS","Russia","Europe","Eurasia","Europe","Eastern Europe","Russia+","Russia","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",3,"Russia","other","other","other"
"181199",181199,"Pinus",37529,27,21,NA,1800,1108,477,"Wang et al. 2019","Calibrated radiocarbon years BP",33236,1818,NA,1760,"Water Conservation Area 3B, Nuthouse Far Tail",-80.556667,25.885556,5,NA,0,0,NA,"Core","NUTHSFT","pollen",710,"Willard, Debra A.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"181607",181607,"Pinus",22120,7,250,NA,NA,0,NA,"COHMAP chron 1","Radiocarbon years BP",506,1028,NA,996,"Hebron Lake",-63.033333,58.2,170,"Small lake near Torngat mountains. Physiography: bedrock controlled plateaus. Surrounding vegetation: shrub tundra.",0,0,NA,"Core","HEBRON","pollen",60,"Lamb, Henry F.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"181717",181717,"Pinus",164872,1,3,NA,NA,NA,NA,"No chronology",NA,NA,17726,"6-43, SE 1/4",11754,"Columbus",-110.885,33.5375,1000,"Site is located on a northwest facing diabase bedrock terrace, which slopes on the northwest, north, and southeast sides, down to Pinal Creek. It is backed by a hill on the west. The vegetation prior to excavation consisted of fewer shrubs and trees than other sites in the area, but there were numerous grasses and desert marigolds. ",0.0900000000000034,0.155000000000001,NA,"Excavation","COLUMBFL","pollen",7430,"Lytle-Webb, Jamie","2015-09-29","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"181810",181810,"Pinus",174165,47.5,929,1,13106,12397,11703,"Neotoma 1","Calibrated radiocarbon years BP",11589,20014,NA,13382,"Cedar Swamp",-122.87486,47.905425,60,"Cedar Swamp is a riparian swamp (ca. 10 ha) located in a flat seepage area that drains into Leland Lake 3 km south of Crocker Lake. Hydrologically, the swamp grades gently from a wet meadow to areas with > 1 m of standing water in the winter. The swamp is currently forested with second growth Alnus rubra and Thuja plicata, which are replacing a clear-cut stand of larger Thuja plicata, Alnus rubra, and Tsuga heterophylla. Understory species at the site include Rubus spectabilis, Maianthamum dilatatum, and Spiraea sp. Lysichitum americanum, Carex spp., and Nuphar polysepalum occupy progressively deeper aquatic areas, although trees grow on small topographic irregularities in even the deepest part of the swamp.",0.00175999999999021,0.00175000000000125,"CS2","Core","CS2","pollen",20,"Brubaker, Linda Beck","2016-07-17","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"182002",182002,"Pinus",372508,1,1,NA,NA,NA,NA,"No chronology",NA,NA,43301,"H423FS5",24470,"Hackberry Ruin Group",-109.025,37.408,1672,"Hovenweep National Monument is located on Cajon Mesa. Surrounding vegetation: Sage grassland. Artemisia tridentata is dominant, with various bunchgrasses, Shadscale, and Blackbrush. Dense to open stands of low to medium sized shrubs.",0,0,NA,"Excavation","HACKBRY2","pollen",15565,"Weir, Glendon Hoge","2019-06-12","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"182099",182099,"Pinus",275122,2,396,1,11073,10744,10412,"Giesecke et al. 2014 (MADCAP)","Calibrated radiocarbon years BP",18403,29236,NA,17506,"Praz Rodet",6.173611,46.566667,1040,"Raised bog adjacent to stream. Physiography: Valley. Surrounding vegetation: Meadows.",0,0,"EPD E# 1149","Core","PRRODET","pollen",1283,"van der Knaap, W. O. (Pim)","2018-06-06","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"182165",182165,"Pinus",149775,250,10,NA,1473,615,87,"Neotoma 1","Calibrated radiocarbon years BP",8426,15870,NA,10407,"Testalinden Lake",-119.6769,49.11973,1807,"Man-made reservoir on Testalinden Creek. Surrounding vegetation: Lodgepole pine, Engelmann spruce, and subalpine fir.",0.00220000000000198,0.00174000000000518,NA,"Core","TESTALIN","pollen",7164,"Heinrichs, Markus L.","2015-05-11","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
